head_cui,head_name,rel,tail_cuis_list,tail_names_list,tail_names,tail_cuis,tail_cuis_len,tail_names_len,avg_match,avg_rouge_l
C4722642,Histone H2A-Bbd Type 2/3,gene_product_has_associated_anatomy,"['C0007610', 'C0008546', 'C0028623', 'C1518457']","['Nucleus', 'Chromatin', 'Nucleosome', 'Nucleosome Core Particle']",Nucleus || Chromatin || Nucleosome || Nucleosome Core Particle,C0007610 || C0008546 || C0028623 || C1518457,4,4,0.0,0.0
C0903677,Epithelial Cell Adhesion Molecule,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C3275250,Calcium-Responsive Transactivator,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1144168,Leptin Receptor,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1334837,Myelin Protein Zero-Like 1,gene_product_has_associated_anatomy,"['C0007603', 'C0887870']","['Plasma Membrane', 'Focal Adhesion']",Plasma Membrane || Focal Adhesion,C0007603 || C0887870,2,2,0.0,0.0
C3273490,Motor Neuron and Pancreas Homeobox Protein 1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C5235419,Junctin-2,gene_product_has_associated_anatomy,"['C0021868', 'C0036226']","['Intracellular Membrane', 'Sarcoplasmic Reticulum']",Intracellular Membrane || Sarcoplasmic Reticulum,C0021868 || C0036226,2,2,0.0,0.0
C1670125,Secretory Phospholipase A2 Receptor,gene_product_has_associated_anatomy,"['C0007603', 'C0015352']","['Plasma Membrane', 'Extracellular Space']",Plasma Membrane || Extracellular Space,C0007603 || C0015352,2,2,0.0,0.0
C5400890,GDNF Family Receptor Alpha-Like,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1447703,Cyclic AMP-Responsive Element-Binding Protein 1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C4082275,Gastric Inhibitory Polypeptide Receptor,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C5238314,Proliferation-Associated Protein 2G4,gene_product_has_associated_anatomy,"['C0007609', 'C0007610']","['Nucleolus', 'Nucleus']",Nucleolus || Nucleus,C0007609 || C0007610,2,2,0.0,0.0
C2746081,Transcription Factor 4,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1143721,Transducin-Like Enhancer Protein 4,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1453673,Clusterin,gene_product_has_associated_anatomy,['C3161472'],['Cellular Membrane'],Cellular Membrane,C3161472,1,1,0.0,0.0
C1431040,Mitogen-Activated Protein Kinase Kinase Kinase 13,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C1454788,SLIT-ROBO Rho GTPase-Activating Protein 2,gene_product_has_associated_anatomy,"['C0039062', 'C0230628']","['Synapse', 'Lamellipodia']",Synapse || Lamellipodia,C0039062 || C0230628,2,2,0.0,0.0
C3811065,Beta-Secretase 2,gene_product_has_associated_anatomy,['C1513117'],['Membrane of the Golgi Apparatus'],Membrane of the Golgi Apparatus,C1513117,1,1,0.0,0.0
C3539569,DNA-Binding Protein Inhibitor ID-3,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0295892,Protein Wnt-7a,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C1458135,14-3-3 Protein Theta,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C1448662,Non-Receptor Tyrosine-Protein Kinase TYK2,gene_product_has_associated_anatomy,"['C0007610', 'C1383501']","['Nucleus', 'Cytosol']",Nucleus || Cytosol,C0007610 || C1383501,2,2,0.0,0.0
C0537740,"Thymidine Kinase, Mitochondrial",gene_product_has_associated_anatomy,['C1510421'],['Mitochondrial Matrix'],Mitochondrial Matrix,C1510421,1,1,0.0,0.39999999520000007
C2714958,Regenerating Islet-Derived Protein 3-Alpha,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C2700330,Zinc Finger Transcription Factor Trps1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1447107,Hepatocyte Growth Factor,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C3640795,Homeobox Protein Nkx-2.5,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0296537,Killer Cell Immunoglobulin-Like Receptor 2DL3,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C0668015,Kunitz-Type Protease Inhibitor 1,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C1611622,"Keratin, Type I Cytoskeletal 14",gene_product_has_associated_anatomy,"['C0010853', 'C0021770', 'C1268448']","['Cytoskeleton', 'Intermediate Filament', 'Keratin Filament']",Cytoskeleton || Intermediate Filament || Keratin Filament,C0010853 || C0021770 || C1268448,3,3,0.0,0.0
C0021756,Interleukin-2,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C4288079,UPF0577 Protein KIAA1324,gene_product_has_associated_anatomy,"['C0007603', 'C0230812', 'C0887838', 'C1513117']","['Plasma Membrane', 'Membrane of the Lysosome', 'Trans-Golgi Network', 'Membrane of the Golgi Apparatus']",Plasma Membrane || Membrane of the Lysosome || Trans-Golgi Network || Membrane of the Golgi Apparatus,C0007603 || C0230812 || C0887838 || C1513117,4,4,0.0,0.0
C0039602,3-Oxo-5-Alpha-Steroid 4-Dehydrogenase 2,gene_product_has_associated_anatomy,"['C0230790', 'C1325633']","['Membrane of the Smooth Endoplasmic Reticulum', 'Membrane of the Rough Endoplasmic Reticulum']",Membrane of the Smooth Endoplasmic Reticulum || Membrane of the Rough Endoplasmic Reticulum,C0230790 || C1325633,2,2,0.0,0.0
C1334834,Muscarinic Acetylcholine Receptor M5,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C3816729,Enhancer of Polycomb Homolog 1,gene_product_has_associated_anatomy,['C0028584'],['Nuclear Membrane'],Nuclear Membrane,C0028584,1,1,0.0,0.0
C3273645,Suppressor of Fused Homolog,gene_product_has_associated_anatomy,"['C0007610', 'C0010834']","['Nucleus', 'Cytoplasm']",Nucleus || Cytoplasm,C0007610 || C0010834,2,2,0.0,0.0
C2743825,Histone-Lysine N-Methyltransferase KMT5C,gene_product_has_associated_anatomy,['C0019397'],['Heterochromatin'],Heterochromatin,C0019397,1,1,0.0,0.0
C4724737,Transmembrane Protein 45B,gene_product_has_associated_anatomy,['C3161472'],['Cellular Membrane'],Cellular Membrane,C3161472,1,1,0.0,0.0
C1434896,Mitochondrial Import Receptor Subunit TOM20 Homolog,gene_product_has_associated_anatomy,"['C0230839', 'C3161472']","['Outer Mitochondrial Membrane', 'Cellular Membrane']",Outer Mitochondrial Membrane || Cellular Membrane,C0230839 || C3161472,2,2,0.0,0.11111110888888892
C2000427,OTU Domain-Containing Protein 5,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C4723825,Transcriptional Regulator Kaiso,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0078193,Versican Core Protein,gene_product_has_associated_anatomy,['C0015350'],['Extracellular Matrix'],Extracellular Matrix,C0015350,1,1,0.0,0.0
C1721673,Retinal Dehydrogenase 1,gene_product_has_associated_anatomy,['C1383501'],['Cytosol'],Cytosol,C1383501,1,1,0.0,0.0
C5202607,C-Type Lectin Domain Family 12 Member A,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1432030,Zinc Transporter ZIP6,gene_product_has_associated_anatomy,"['C0007603', 'C3161472']","['Plasma Membrane', 'Cellular Membrane']",Plasma Membrane || Cellular Membrane,C0007603 || C3161472,2,2,0.0,0.0
C2985261,NUT Family Member 1,gene_product_has_associated_anatomy,['C0039597'],['Testis'],Testis,C0039597,1,1,0.0,0.0
C3273516,LIM and SH3 Domain Protein 1,gene_product_has_associated_anatomy,"['C0010853', 'C3161472']","['Cytoskeleton', 'Cellular Membrane']",Cytoskeleton || Cellular Membrane,C0010853 || C3161472,2,2,0.0,0.0
C3852391,Endothelin-3,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C0082613,Protein FosB,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C3491277,Myeloid Cell Surface Antigen CD33,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C0667477,Tumor Necrosis Factor Receptor Superfamily Member 11A,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1869251,E3 Ubiquitin-Protein Ligase AMFR,gene_product_has_associated_anatomy,"['C0007603', 'C0230790', 'C1325633', 'C1521759']","['Plasma Membrane', 'Membrane of the Smooth Endoplasmic Reticulum', 'Membrane of the Rough Endoplasmic Reticulum', 'Ring Finger Domain']",Plasma Membrane || Membrane of the Smooth Endoplasmic Reticulum || Membrane of the Rough Endoplasmic Reticulum || Ring Finger Domain,C0007603 || C0230790 || C1325633 || C1521759,4,4,0.0,0.0
C3275275,Angiopoietin-Related Protein 4,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C3275259,Zinc Finger Protein 521,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1173190,Transcription Initiation Factor TFIID Subunit 12 Isoform TAFII20,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0005290,Beta Tubulin,gene_product_has_associated_anatomy,"['C0010853', 'C0026046']","['Cytoskeleton', 'Microtubule']",Cytoskeleton || Microtubule,C0010853 || C0026046,2,2,0.0,0.0
C1528378,Interleukin-13 Receptor Subunit Alpha-1,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C3815886,SEC14-Like Protein 1,gene_product_has_associated_anatomy,"['C0018042', 'C3161472']","['Golgi Apparatus', 'Cellular Membrane']",Golgi Apparatus || Cellular Membrane,C0018042 || C3161472,2,2,0.0,0.0
C4284026,Protein Disulfide-Isomerase A6,gene_product_has_associated_anatomy,['C0014239'],['Endoplasmic Reticulum'],Endoplasmic Reticulum,C0014239,1,1,0.0,0.0
C1434703,Zinc Transporter ZIP4,gene_product_has_associated_anatomy,"['C0007603', 'C3161472']","['Plasma Membrane', 'Cellular Membrane']",Plasma Membrane || Cellular Membrane,C0007603 || C3161472,2,2,0.0,0.0
C3539862,Complement C1q Subcomponent Subunit A,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C3275253,Zinc Finger Protein 350,gene_product_has_associated_anatomy,"['C0007610', 'C0028581']","['Nucleus', 'Nuclear Matrix']",Nucleus || Nuclear Matrix,C0007610 || C0028581,2,2,0.0,0.0
C0288450,Cryptochrome-1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C3540574,"Bifunctional Methylenetetrahydrofolate Dehydrogenase/Cyclohydrolase, Mitochondrial",gene_product_has_associated_anatomy,['C0026237'],['Mitochondrion'],Mitochondrion,C0026237,1,1,0.0,0.0
C2699064,Retinoic Acid-Induced Protein 1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0135710,Programmed Cell Death Protein 1,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C2984893,Forkhead Box Protein D3,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C3888276,1-Acyl-Sn-Glycerol-3-Phosphate Acyltransferase Epsilon,gene_product_has_associated_anatomy,"['C0230790', 'C0230839', 'C1325633']","['Membrane of the Smooth Endoplasmic Reticulum', 'Outer Mitochondrial Membrane', 'Membrane of the Rough Endoplasmic Reticulum']",Membrane of the Smooth Endoplasmic Reticulum || Outer Mitochondrial Membrane || Membrane of the Rough Endoplasmic Reticulum,C0230790 || C0230839 || C1325633,3,3,0.0,0.0
C0009325,Collagen,gene_product_has_associated_anatomy,['C0015350'],['Extracellular Matrix'],Extracellular Matrix,C0015350,1,1,0.0,0.0
C4761481,Ubiquitin Carboxyl-Terminal Hydrolase Isozyme L5,gene_product_has_associated_anatomy,"['C0007610', 'C0208355']","['Nucleus', 'Proteasome']",Nucleus || Proteasome,C0007610 || C0208355,2,2,0.0,0.0
C1568975,Cytokine Receptor Common Subunit Gamma,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1384557,Cytoplasmic Tyrosine-Protein Kinase BMX,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,1.0,0.0
C0768285,C-C Motif Chemokine 27,gene_product_has_associated_anatomy,"['C0014597', 'C0015352', 'C3714787']","['Epithelial Cell', 'Extracellular Space', 'Central Nervous System']",Epithelial Cell || Extracellular Space || Central Nervous System,C0014597 || C0015352 || C3714787,3,3,0.0,0.0
C3542427,Homeobox Protein Meis2,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C3887831,Fibroblast Growth Factor 21,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C0763459,BCL2/Adenovirus E1B 19 kDa Protein-Interacting Protein 3,gene_product_has_associated_anatomy,['C0230839'],['Outer Mitochondrial Membrane'],Outer Mitochondrial Membrane,C0230839,1,1,0.0,0.0
C0289408,Transcription Initiation Factor TFIID Subunit 10,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0665313,Cyclic AMP-Dependent Transcription Factor ATF-6 Alpha,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C5400893,Run Domain Beclin-1-Interacting and Cysteine-Rich Domain-Containing Protein,gene_product_has_associated_anatomy,"['C0024369', 'C0034850', 'C3161472']","['Lysosome', 'Endosome', 'Cellular Membrane']",Lysosome || Endosome || Cellular Membrane,C0024369 || C0034850 || C3161472,3,3,0.0,0.0
C2349936,Non-POU Domain-Containing Octamer-Binding Protein,gene_product_has_associated_anatomy,['C0028581'],['Nuclear Matrix'],Nuclear Matrix,C0028581,1,1,0.0,0.0
C4721818,CD97 Antigen,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C0384822,Heat Shock Protein 105 kDa,gene_product_has_associated_anatomy,['C1383501'],['Cytosol'],Cytosol,C1383501,1,1,0.0,0.0
C3272503,RecQ-Mediated Genome Instability Protein 2,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1506219,TGF-Beta Receptor Type-2,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C3812151,Advanced Glycosylation End Product-Specific Receptor,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C4522182,"Branched-Chain-Amino-Acid Aminotransferase, Cytosolic",gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C3274827,SH3 and PX Domain-Containing Protein 2A,gene_product_has_associated_anatomy,"['C0010834', 'C0021721']","['Cytoplasm', 'Cell Junction']",Cytoplasm || Cell Junction,C0010834 || C0021721,2,2,0.0,0.0
C1429990,Megakaryocyte-Potentiating Factor,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C0122269,T-Cell Leukemia Homeobox Protein 1,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C3538941,Carbonyl Reductase [NADPH] 3,gene_product_has_associated_anatomy,['C1383501'],['Cytosol'],Cytosol,C1383501,1,1,0.0,0.0
C3711287,Vasopressin V2 Receptor,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1434268,"1-Phosphatidylinositol 4,5-Bisphosphate Phosphodiesterase Epsilon-1",gene_product_has_associated_anatomy,['C1383501'],['Cytosol'],Cytosol,C1383501,1,1,0.0,0.0
C2697614,Homeobox Protein ARX,gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C0905573,Developmentally-Regulated GTP-Binding Protein 1,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C3812672,Copine-1,gene_product_has_associated_anatomy,"['C2350332', 'C3161472']","['Exosome', 'Cellular Membrane']",Exosome || Cellular Membrane,C2350332 || C3161472,2,2,0.0,0.0
C1308398,Toll-Like Receptor 5,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C1334952,Neuregulin Receptor,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C3541241,Tumor Necrosis Factor Receptor Superfamily Member 21,gene_product_has_associated_anatomy,['C0007603'],['Plasma Membrane'],Plasma Membrane,C0007603,1,1,0.0,0.0
C0069304,"POU Domain, Class 5, Transcription Factor 1",gene_product_has_associated_anatomy,['C0007610'],['Nucleus'],Nucleus,C0007610,1,1,0.0,0.0
C1528383,Stromal Cell-Derived Factor 1,gene_product_has_associated_anatomy,"['C0014597', 'C0015352', 'C3714787']","['Epithelial Cell', 'Extracellular Space', 'Central Nervous System']",Epithelial Cell || Extracellular Space || Central Nervous System,C0014597 || C0015352 || C3714787,3,3,0.0,0.0
C4553379,Apolipoprotein(a),gene_product_has_associated_anatomy,"['C0015352', 'C0064417']","['Extracellular Space', 'Kringle Domain']",Extracellular Space || Kringle Domain,C0015352 || C0064417,2,2,0.0,0.0
C4284454,Complement C2,gene_product_has_associated_anatomy,['C0015352'],['Extracellular Space'],Extracellular Space,C0015352,1,1,0.0,0.0
C4521323,Thymosin Beta-4,gene_product_has_associated_anatomy,['C0010853'],['Cytoskeleton'],Cytoskeleton,C0010853,1,1,0.0,0.0
C1564968,Caveolin-2,gene_product_has_associated_anatomy,['C0230653'],['Caveola'],Caveola,C0230653,1,1,0.0,0.0
C3814816,L-Lactate Dehydrogenase A Chain,gene_product_has_associated_anatomy,['C1383501'],['Cytosol'],Cytosol,C1383501,1,1,0.0,0.0
C1174250,Dipeptidyl Peptidase 9,gene_product_has_associated_anatomy,['C0010834'],['Cytoplasm'],Cytoplasm,C0010834,1,1,0.0,0.0
C3811218,Plexin-D1,gene_product_has_associated_anatomy,['C3161472'],['Cellular Membrane'],Cellular Membrane,C3161472,1,1,0.0,0.0
