head_cui,head_name,rel,tail_cuis_list,tail_names_list,tail_names,tail_cuis,tail_cuis_len,tail_names_len,avg_match,avg_rouge_l
C0346166,Ovarian Seromucinous Tumor,disease_has_abnormal_cell,"['C0431085', 'C1513959']","['Neoplastic Cell', 'Neoplastic Epithelial Cell']",Neoplastic Cell || Neoplastic Epithelial Cell,C0431085 || C1513959,2,2,0.0,0.0
C2987242,Non-Functioning Pancreatic Neuroendocrine Tumor G1,disease_has_abnormal_cell,"['C0431085', 'C1513951', 'C1513959', 'C1514044', 'C1514045']","['Neoplastic Cell', 'Neoplastic Endocrine Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Neuroendocrine Cell', 'Neoplastic Neuroendocrine Polygonal Cell']",Neoplastic Cell || Neoplastic Endocrine Cell || Neoplastic Epithelial Cell || Neoplastic Neuroendocrine Cell || Neoplastic Neuroendocrine Polygonal Cell,C0431085 || C1513951 || C1513959 || C1514044 || C1514045,5,5,0.0,0.09444444251929016
C5237244,BAP1-Inactivated Melanocytoma,disease_has_abnormal_cell,"['C0431085', 'C1514022', 'C1516094']","['Neoplastic Cell', 'Neoplastic Melanocyte', 'Atypical Epithelioid Cell']",Neoplastic Cell || Neoplastic Melanocyte || Atypical Epithelioid Cell,C0431085 || C1514022 || C1516094,3,3,0.0,0.0
C1333466,Esophageal Sarcoma,disease_has_abnormal_cell,"['C0334227', 'C0431085']","['Malignant Cell', 'Neoplastic Cell']",Malignant Cell || Neoplastic Cell,C0334227 || C0431085,2,2,0.0,0.0
C4553874,Stage IVA Differentiated Thyroid Gland Carcinoma AJCC v8,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1510779', 'C1512971', 'C1513951', 'C1513959', 'C1513973', 'C1518172', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Adenocarcinoma Cell', 'Malignant Thyroid Gland Follicular Cell', 'Neoplastic Endocrine Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Glandular Cell', 'Malignant Endocrine Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Adenocarcinoma Cell || Malignant Thyroid Gland Follicular Cell || Neoplastic Endocrine Cell || Neoplastic Epithelial Cell || Neoplastic Glandular Cell || Malignant Endocrine Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1510779 || C1512971 || C1513951 || C1513959 || C1513973 || C1518172 || C1518174,9,9,0.0,0.03418803366206444
C1332249,Ampulla of Vater Signet Ring Cell Carcinoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1510779', 'C1513959', 'C1513973', 'C1518174', 'C1522040']","['Malignant Cell', 'Neoplastic Cell', 'Adenocarcinoma Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Glandular Cell', 'Malignant Epithelial Cell', 'Signet Ring Adenocarcinoma Cell']",Malignant Cell || Neoplastic Cell || Adenocarcinoma Cell || Neoplastic Epithelial Cell || Neoplastic Glandular Cell || Malignant Epithelial Cell || Signet Ring Adenocarcinoma Cell,C0334227 || C0431085 || C1510779 || C1513959 || C1513973 || C1518174 || C1522040,7,7,0.0,0.2588744549318204
C1266166,Conventional Osteosarcoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513942', 'C1514055', 'C1518229', 'C1708867']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Neoplastic Osteoblast', 'Malignant Osteoblast', 'Malignant Connective and Soft Tissue Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Neoplastic Osteoblast || Malignant Osteoblast || Malignant Connective and Soft Tissue Cell,C0334227 || C0431085 || C1513942 || C1514055 || C1518229 || C1708867,6,6,0.0,0.0
C1336548,Systemic Anaplastic Large Cell Lymphoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513983', 'C1514011', 'C1514110', 'C1515967', 'C4551752']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Lymphocyte', 'Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell', 'Anaplastic Large T-Lymphocyte', 'Abnormal Lymphocyte']",Malignant Cell || Neoplastic Cell || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Lymphocyte || Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell || Anaplastic Large T-Lymphocyte || Abnormal Lymphocyte,C0334227 || C0431085 || C1513983 || C1514011 || C1514110 || C1515967 || C4551752,7,7,0.0,0.20760667577675868
C3146253,Stage III Rectal Cancer AJCC v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C0334368,Mucin-Producing Carcinoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174', 'C1709082']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell', 'Mucin-Producing Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell || Mucin-Producing Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174 || C1709082,5,5,0.0,0.06666666577777779
C1335996,Small Intestinal Gastrointestinal Stromal Tumor,disease_has_abnormal_cell,"['C0431085', 'C1513942', 'C1514104']","['Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Neoplastic Stromal Cell']",Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Neoplastic Stromal Cell,C0431085 || C1513942 || C1514104,3,3,0.0,0.08333333177083335
C0278600,Childhood Brain Stem Glioma,disease_has_abnormal_cell,"['C0431085', 'C1513978', 'C1514048', 'C1514049']","['Neoplastic Cell', 'Neoplastic Glial Cell', 'Neoplastic Neuroepithelial Cell', 'Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell']",Neoplastic Cell || Neoplastic Glial Cell || Neoplastic Neuroepithelial Cell || Neoplastic Neuroepithelial Cell and Neoplastic Perineural Cell,C0431085 || C1513978 || C1514048 || C1514049,4,4,0.0,0.0
C0278824,Stage III Bladder Cancer AJCC v6 and v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C0347099,Stage 0 Oropharyngeal Carcinoma AJCC v6 and v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C5206696,Locally Advanced Bladder Urothelial Carcinoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1512972', 'C1513959', 'C1514115', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Malignant Transitional Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Transitional Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Malignant Transitional Cell || Neoplastic Epithelial Cell || Neoplastic Transitional Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1512972 || C1513959 || C1514115 || C1518174,6,6,0.0,0.0
C0855092,Ann Arbor Stage II B-Cell Non-Hodgkin Lymphoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513929', 'C1513983', 'C1514011', 'C4551752']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic B-Lymphocyte', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Lymphocyte', 'Abnormal Lymphocyte']",Malignant Cell || Neoplastic Cell || Neoplastic B-Lymphocyte || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Lymphocyte || Abnormal Lymphocyte,C0334227 || C0431085 || C1513929 || C1513983 || C1514011 || C4551752,6,6,0.0,0.0
C1516074,Astler-Coller C3 Colorectal Carcinoma,disease_has_abnormal_cell,['C0431085'],['Neoplastic Cell'],Neoplastic Cell,C0431085,1,1,0.0,0.0
C4721425,Recurrent Uterine Corpus Cancer,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1518174,3,3,0.0,0.0
C0278479,Stage II Colon Cancer AJCC v6,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C1336402,Stage IVC Oral Cavity Cancer AJCC v6 and v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C0279593,Adult B Acute Lymphoblastic Leukemia,disease_has_abnormal_cell,"['C0333826', 'C0334227', 'C0431085', 'C1513928', 'C1513929', 'C1513983', 'C1514011', 'C1517806', 'C1517808', 'C4551752']","['Neoplastic Lymphoblast', 'Malignant Cell', 'Neoplastic Cell', 'Neoplastic B-Lymphoblast', 'Neoplastic B-Lymphocyte', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Lymphocyte', 'Leukemic Cell', 'Leukemic Lymphocyte', 'Abnormal Lymphocyte']",Neoplastic Lymphoblast || Malignant Cell || Neoplastic Cell || Neoplastic B-Lymphoblast || Neoplastic B-Lymphocyte || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Lymphocyte || Leukemic Cell || Leukemic Lymphocyte || Abnormal Lymphocyte,C0333826 || C0334227 || C0431085 || C1513928 || C1513929 || C1513983 || C1514011 || C1517806 || C1517808 || C4551752,10,10,0.0,0.0
C1334438,Lumbosacral Lipoma,disease_has_abnormal_cell,"['C0431085', 'C1513942', 'C1709184', 'C1709185']","['Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Neoplastic Lipocyte', 'Neoplastic Mature Adipocyte']",Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Neoplastic Lipocyte || Neoplastic Mature Adipocyte,C0431085 || C1513942 || C1709184 || C1709185,4,4,0.0,0.0
C0334479,Angiomyosarcoma,disease_has_abnormal_cell,['C0431085'],['Neoplastic Cell'],Neoplastic Cell,C0431085,1,1,0.0,0.0
C4331336,Stage IVA Hypopharyngeal Carcinoma AJCC v8,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C2348239,Endolymphatic Sac Tumor,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1510779', 'C1513959', 'C1513973', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Adenocarcinoma Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Glandular Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Adenocarcinoma Cell || Neoplastic Epithelial Cell || Neoplastic Glandular Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1510779 || C1513959 || C1513973 || C1518174,6,6,0.0,0.0
C2983696,Uterine Corpus Cancer by AJCC v6 Stage,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1518174,3,3,0.0,0.0
C4285066,High Grade B-Cell Lymphoma with MYC and BCL2 or BCL6 Rearrangements,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513929', 'C1513983', 'C1513995', 'C1514011', 'C4551752']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic B-Lymphocyte', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Large B-Lymphocyte', 'Neoplastic Lymphocyte', 'Abnormal Lymphocyte']",Malignant Cell || Neoplastic Cell || Neoplastic B-Lymphocyte || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Large B-Lymphocyte || Neoplastic Lymphocyte || Abnormal Lymphocyte,C0334227 || C0431085 || C1513929 || C1513983 || C1513995 || C1514011 || C4551752,7,7,0.0,0.017857142243303595
C2007068,Extrahepatic Bile Duct Carcinosarcoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C3272421,Malignant Gastric Gastrointestinal Stromal Tumor,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513942', 'C1514104', 'C1518246']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Neoplastic Stromal Cell', 'Malignant Stromal Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Neoplastic Stromal Cell || Malignant Stromal Cell,C0334227 || C0431085 || C1513942 || C1514104 || C1518246,5,5,0.0,0.20714285445153066
C0282606,Myomatous Neoplasm,disease_has_abnormal_cell,"['C0431085', 'C1513942', 'C1514033']","['Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Neoplastic Muscle Cell']",Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Neoplastic Muscle Cell,C0431085 || C1513942 || C1514033,3,3,0.0,0.0
C4553671,Stage IIIA Fallopian Tube Cancer AJCC v8,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C5239574,Refractory Nodal Peripheral T-Cell Lymphoma with TFH Phenotype,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513983', 'C1514011', 'C1514110', 'C4551752']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Lymphocyte', 'Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell', 'Abnormal Lymphocyte']",Malignant Cell || Neoplastic Cell || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Lymphocyte || Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell || Abnormal Lymphocyte,C0334227 || C0431085 || C1513983 || C1514011 || C1514110 || C4551752,6,6,0.0,0.0
C3665593,Pigmented Nevus,disease_has_abnormal_cell,"['C0431085', 'C1514022', 'C1518311']","['Neoplastic Cell', 'Neoplastic Melanocyte', 'Nevus Cell']",Neoplastic Cell || Neoplastic Melanocyte || Nevus Cell,C0431085 || C1514022 || C1518311,3,3,0.0,0.16666666500000002
C5420303,Unresectable Peritoneal Malignant Mesothelioma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1514025', 'C1518194']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Mesothelial Cell', 'Malignant Mesothelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Mesothelial Cell || Malignant Mesothelial Cell,C0334227 || C0431085 || C1514025 || C1518194,4,4,0.0,0.1547619024263039
C0334256,Superficial Multifocal Basal Cell Carcinoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513931', 'C1513959', 'C1518174', 'C1881538', 'C1881542', 'C4745055']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Basaloid Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell', 'Malignant Basaloid Cell', 'Malignant Cutaneous Basal Cell', 'Malignant Basal Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Basaloid Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell || Malignant Basaloid Cell || Malignant Cutaneous Basal Cell || Malignant Basal Cell,C0334227 || C0431085 || C1513931 || C1513959 || C1518174 || C1881538 || C1881542 || C4745055,8,8,0.0,0.3144841224167474
C0279067,Grade III Lymphomatoid Granulomatosis,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1510725', 'C1513929', 'C1513983', 'C1513995', 'C1514011', 'C4551752']","['Malignant Cell', 'Neoplastic Cell', 'Abnormal Hematopoietic and Lymphoid Cell', 'Neoplastic B-Lymphocyte', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Large B-Lymphocyte', 'Neoplastic Lymphocyte', 'Abnormal Lymphocyte']",Malignant Cell || Neoplastic Cell || Abnormal Hematopoietic and Lymphoid Cell || Neoplastic B-Lymphocyte || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Large B-Lymphocyte || Neoplastic Lymphocyte || Abnormal Lymphocyte,C0334227 || C0431085 || C1510725 || C1513929 || C1513983 || C1513995 || C1514011 || C4551752,8,8,0.0,0.0
C3714524,Myxofibrosarcoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513942', 'C1708876', 'C1708911', 'C1709175']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Connective and Soft Tissue Cell', 'Malignant Fibroblast', 'Malignant Spindle-Shaped Fibroblast', 'Neoplastic Fibroblast']",Malignant Cell || Neoplastic Cell || Neoplastic Connective and Soft Tissue Cell || Malignant Fibroblast || Malignant Spindle-Shaped Fibroblast || Neoplastic Fibroblast,C0334227 || C0431085 || C1513942 || C1708876 || C1708911 || C1709175,6,6,0.0,0.0
C4520896,Stage II Lentigo Maligna Melanoma AJCC v6 and v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513095', 'C1514022']","['Malignant Cell', 'Neoplastic Cell', 'Melanoma Cell', 'Neoplastic Melanocyte']",Malignant Cell || Neoplastic Cell || Melanoma Cell || Neoplastic Melanocyte,C0334227 || C0431085 || C1513095 || C1514022,4,4,0.0,0.045454544710743804
C0334505,Spindle Cell Synovial Sarcoma,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1708915']","['Malignant Cell', 'Neoplastic Cell', 'Malignant Spindle Cell']",Malignant Cell || Neoplastic Cell || Malignant Spindle Cell,C0334227 || C0431085 || C1708915,3,3,0.0,0.41269840810279673
C4520772,Stage 0 Gallbladder Cancer AJCC v6 and v7,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C1332232,Aleukemic Monocytic Leukemia Cutis,disease_has_abnormal_cell,"['C0229659', 'C0334227', 'C0431085', 'C1513983', 'C1514026', 'C1514039', 'C1514074', 'C1517806']","['Neoplastic Monocyte', 'Malignant Cell', 'Neoplastic Cell', 'Neoplastic Hematopoietic and Lymphoid Cell', 'Neoplastic Monoblast', 'Neoplastic Myeloid Cell', 'Neoplastic Promonocyte', 'Leukemic Cell']",Neoplastic Monocyte || Malignant Cell || Neoplastic Cell || Neoplastic Hematopoietic and Lymphoid Cell || Neoplastic Monoblast || Neoplastic Myeloid Cell || Neoplastic Promonocyte || Leukemic Cell,C0229659 || C0334227 || C0431085 || C1513983 || C1514026 || C1514039 || C1514074 || C1517806,8,8,0.0,0.0
C5206676,Head and Neck Carcinoma of Unknown Primary,disease_has_abnormal_cell,"['C0334227', 'C0431085', 'C1513959', 'C1518174']","['Malignant Cell', 'Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Malignant Epithelial Cell']",Malignant Cell || Neoplastic Cell || Neoplastic Epithelial Cell || Malignant Epithelial Cell,C0334227 || C0431085 || C1513959 || C1518174,4,4,0.0,0.0
C1335708,Recurrent Malignant Gastric Neoplasm,disease_has_abnormal_cell,"['C0334227', 'C0431085']","['Malignant Cell', 'Neoplastic Cell']",Malignant Cell || Neoplastic Cell,C0334227 || C0431085,2,2,0.0,0.16666666444444447
C1336903,Uterine Corpus Adenomyoma,disease_has_abnormal_cell,"['C0431085', 'C1513959', 'C1513973', 'C1514098', 'C1514104']","['Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Glandular Cell', 'Neoplastic Smooth Muscle Cell', 'Neoplastic Stromal Cell']",Neoplastic Cell || Neoplastic Epithelial Cell || Neoplastic Glandular Cell || Neoplastic Smooth Muscle Cell || Neoplastic Stromal Cell,C0431085 || C1513959 || C1513973 || C1514098 || C1514104,5,5,0.0,0.0
C1518725,Ovarian Mucinous Cystadenofibroma,disease_has_abnormal_cell,"['C0431085', 'C1513959', 'C1513973', 'C1514029', 'C1514104']","['Neoplastic Cell', 'Neoplastic Epithelial Cell', 'Neoplastic Glandular Cell', 'Neoplastic Epithelial Cell with Intracytoplasmic Mucin', 'Neoplastic Stromal Cell']",Neoplastic Cell || Neoplastic Epithelial Cell || Neoplastic Glandular Cell || Neoplastic Epithelial Cell with Intracytoplasmic Mucin || Neoplastic Stromal Cell,C0431085 || C1513959 || C1513973 || C1514029 || C1514104,5,5,0.0,0.0
